ARK;"Object name/Title";Author;Date;"Inventory number";Collection;"Geographic references / Places";Location;MNR
cl020629397;"Art du Potier d'Etain";"RANSONNETTE Pierre Nicolas";;"L 452 LR/77 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 77 recto, gravé au recto";
cl020629398;"Art du Potier d'Etain";"RANSONNETTE Pierre Nicolas";;"L 452 LR/78 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 78 recto, gravé au recto";
cl020629399;"Art du Potier d'Etain";"RANSONNETTE Pierre Nicolas";;"L 452 LR/79 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 79 recto, gravé au recto";
cl020629400;"Art du Potier d'Etain";"RANSONNETTE Pierre Nicolas";;"L 452 LR/80 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 80 recto, gravé au recto";
cl020629401;"Art du Potier d'Etain";"RANSONNETTE Pierre Nicolas";;"L 452 LR/81 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 81 recto, gravé au recto";
cl020629402;"Art du Potier d'Etain";"RANSONNETTE Pierre Nicolas";;"L 452 LR/82 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 82 recto, gravé au recto";
cl020629403;"Art du Potier d'Etain";"RANSONNETTE Pierre Nicolas";;"L 452 LR/83 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 83, gravé au recto";
cl020629404;"Art du Potier d'Etain";"RANSONNETTE Pierre Nicolas";;"L 452 LR/84 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 84 recto, gravé au recto";
cl020629405;"Relieur Doreur";"RANSONNETTE Pierre Nicolas";;"L 452 LR/85 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 85 recto, gravé au recto";
cl020629406;"Relieur Doreur";"RANSONNETTE Pierre Nicolas";;"L 452 LR/86 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 86 recto, gravé au recto";
cl020629407;"Relieur Doreur";"RANSONNETTE Pierre Nicolas";;"L 452 LR/87 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 87 recto, gravé au recto";
cl020629408;"Relieur Doreur";"RANSONNETTE Pierre Nicolas";;"L 452 LR/88 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 88 recto, gravé au recto";
cl020629409;"Relieur Doreur";"RANSONNETTE Pierre Nicolas";;"L 452 LR/89 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 89 recto, gravé au recto";
cl020629410;"Relieur Doreur";"RANSONNETTE Pierre Nicolas";;"L 452 LR/90 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 90 recto, gravé au recto";
cl020629411;"Relieur Doreur";"RANSONNETTE Pierre Nicolas";;"L 452 LR/91 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 91 recto, gravé au recto";
cl020629412;"Relieur Doreur";"RANSONNETTE Pierre Nicolas";;"L 452 LR/92 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 92 recto, gravé au recto";
cl020629413;"Relieur Doreur";"RANSONNETTE Pierre Nicolas";;"L 452 LR/93 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 93 recto, gravé au recto";
cl020629414;"Relieur Doreur";"RANSONNETTE Pierre Nicolas";;"L 452 LR/94 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 94 recto, gravé au recto";
cl020629415;"Relieur Doreur";"RANSONNETTE Pierre Nicolas";;"L 452 LR/95 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 95 recto, gravé au recto";
cl020629416;"Relieur Doreur";"RANSONNETTE Pierre Nicolas";;"L 452 LR/96 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 96 recto, gravé au recto";
cl020629417;"Relieur Doreur";"RANSONNETTE Pierre Nicolas";;"L 452 LR/97 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 97 recto, gravé au recto";
cl020629418;"Relieur Doreur";"RANSONNETTE Pierre Nicolas";;"L 452 LR/98 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 98 recto, gravé au recto";
cl020629419;"Relieur Doreur";"RANSONNETTE Pierre Nicolas";;"L 452 LR/99 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 99 recto, gravé au recto";
cl020629420;"Relieur Doreur";"RANSONNETTE Pierre Nicolas";;"L 452 LR/100 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 100 recto, gravé au recto";
cl020629421;"Relieur Doreur";"RANSONNETTE Pierre Nicolas";;"L 452 LR/101 Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Œuvre de Pierre Nicolas Ransonnette, L 452 LR, Folio 101 recto, feuille volante";
cl020629422;Untitled;"ANONYME VENITIEN XVIè s";;"879 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 1 recto, dessiné sur le recto de la page de garde initiale";
cl020629423;Untitled;"ANONYME VENITIEN XVIè s";;"879 DR/ Verso";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 1 verso, dessiné sur le verso de la page de garde initiale";
cl020629434;Untitled;"ANONYME VENITIEN XVIè s";;"880 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 2 recto, dessiné au recto";
cl020629435;Untitled;"ANONYME VENITIEN XVIè s";;"881 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 3 recto, dessiné au recto";
cl020629436;Untitled;"ANONYME VENITIEN XVIè s";;"882 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 4 recto, dessiné au recto";
cl020629437;Untitled;"ANONYME VENITIEN XVIè s";;"883 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 5 recto, dessiné au recto";
cl020629438;Untitled;"ANONYME VENITIEN XVIè s";;"884 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 6 recto, dessiné au recto";
cl020629439;Untitled;"ANONYME VENITIEN XVIè s";;"885 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 7 recto, dessiné au recto";
cl020629440;Untitled;"ANONYME VENITIEN XVIè s";;"886 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 8 recto, dessiné au recto";
cl020629441;Untitled;"ANONYME VENITIEN XVIè s";;"887 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 9 recto, dessiné au recto";
cl020629442;Untitled;"ANONYME VENITIEN XVIè s";;"888 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 10 recto, dessiné au recto";
cl020629443;Untitled;"ANONYME VENITIEN XVIè s";;"889 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 11 recto, dessiné au recto";
cl020629444;Untitled;"ANONYME VENITIEN XVIè s";;"890 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 12 recto, dessiné au recto";
cl020629445;Untitled;"ANONYME VENITIEN XVIè s";;"891 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 13 recto, dessiné au recto";
cl020629446;Untitled;"ANONYME VENITIEN XVIè s";;"892 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 14 recto, dessiné au recto";
cl020629447;Untitled;"ANONYME VENITIEN XVIè s";;"893 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 15 recto, dessiné au recto";
cl020629448;Untitled;"ANONYME VENITIEN XVIè s";;"894 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 16 recto, dessiné au recto";
cl020629449;Untitled;"ANONYME VENITIEN XVIè s";;"895 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 17 recto, dessiné au recto";
cl020629450;Untitled;"ANONYME VENITIEN XVIè s";;"896 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 18 recto, dessiné au recto";
cl020629451;Untitled;"ANONYME VENITIEN XVIè s";;"897 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 19 recto, dessiné au recto";
cl020629452;Untitled;"ANONYME VENITIEN XVIè s";;"898 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 20 recto, dessiné au recto";
cl020629453;Untitled;"ANONYME VENITIEN XVIè s";;"899 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 21 recto, dessiné au recto";
cl020629454;Untitled;"ANONYME VENITIEN XVIè s";;"900 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 22 recto, dessiné au recto";
cl020629455;Untitled;"ANONYME VENITIEN XVIè s";;"901 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 23 recto, dessiné au recto";
cl020629456;Untitled;"ANONYME VENITIEN XVIè s";;"902 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 24 recto, dessiné au recto";
cl020629457;Untitled;"ANONYME VENITIEN XVIè s";;"903 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 25 recto, dessiné au recto";
cl020629458;Untitled;"ANONYME VENITIEN XVIè s";;"904 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 26 recto, dessiné au recto";
cl020629459;Untitled;"ANONYME VENITIEN XVIè s";;"905 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 27 recto, dessiné au recto";
cl020629460;Untitled;"ANONYME VENITIEN XVIè s";;"906 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 28 recto, dessiné au recto";
cl020629461;Untitled;"ANONYME VENITIEN XVIè s";;"907 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 29 recto, dessiné au recto";
cl020629462;Untitled;"ANONYME VENITIEN XVIè s";;"908 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 30 recto, dessiné au recto";
cl020629463;Untitled;"ANONYME VENITIEN XVIè s";;"909 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 31 recto, dessiné au recto";
cl020629464;Untitled;"ANONYME VENITIEN XVIè s";;"910 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 32 recto, dessiné au recto";
cl020629465;Untitled;"ANONYME VENITIEN XVIè s";;"911 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 33 recto, dessiné au recto";
cl020629466;Untitled;"ANONYME VENITIEN XVIè s";;"912 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 34 recto, dessiné au recto";
cl020629467;Untitled;"ANONYME VENITIEN XVIè s";;"913 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 36 recto, dessiné au recto";
cl020629468;Untitled;"ANONYME VENITIEN XVIè s";;"914 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 37 recto, dessiné au recto";
cl020629469;Untitled;"ANONYME VENITIEN XVIè s";;"915 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 38 recto, dessiné au recto";
cl020629470;Untitled;"ANONYME VENITIEN XVIè s";;"916 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 39 recto, dessiné au recto";
cl020629471;Untitled;"ANONYME VENITIEN XVIè s";;"917 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 40 recto, dessiné au recto";
cl020629472;Untitled;"ANONYME VENITIEN XVIè s";;"918 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 41 recto, dessiné au recto";
cl020629473;Untitled;"ANONYME VENITIEN XVIè s";;"919 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 42 recto, dessiné au recto";
cl020629474;Untitled;"ANONYME VENITIEN XVIè s";;"920 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 43 recto, dessiné au recto";
cl020629475;Untitled;"ANONYME VENITIEN XVIè s";;"921 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 44 recto, dessiné au recto";
cl020629476;Untitled;"ANONYME VENITIEN XVIè s";;"922 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 45 recto, dessiné au recto";
cl020629477;Untitled;"ANONYME VENITIEN XVIè s";;"923 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 46 recto, dessiné au recto";
cl020629478;Untitled;"ANONYME VENITIEN XVIè s";;"924 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 47 recto, dessiné au recto";
cl020629479;Untitled;"ANONYME VENITIEN XVIè s";;"925 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 48 recto, dessiné au recto";
cl020629480;Untitled;"ANONYME VENITIEN XVIè s";;"926 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 49 recto, dessiné au recto";
cl020629481;Untitled;"ANONYME VENITIEN XVIè s";;"927 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 50 recto, dessiné au recto";
cl020629490;Untitled;"ANONYME VENITIEN XVIè s";;"928 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 51 recto, dessiné au recto";
cl020629491;Untitled;"ANONYME VENITIEN XVIè s";;"929 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 52 recto, dessiné au recto";
cl020629492;Untitled;"ANONYME VENITIEN XVIè s";;"930 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 53 recto, dessiné au recto";
cl020629493;Untitled;"ANONYME VENITIEN XVIè s";;"931 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 54 recto, dessiné au recto";
cl020629494;Untitled;"ANONYME VENITIEN XVIè s";;"932 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 55 recto, dessiné au recto";
cl020629495;Untitled;"ANONYME VENITIEN XVIè s";;"933 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 56 recto, dessiné au recto";
cl020629496;Untitled;"ANONYME VENITIEN XVIè s";;"934 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 59 recto, dessiné au recto";
cl020629497;Untitled;"ANONYME VENITIEN XVIè s";;"935 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 60 recto, dessiné au recto";
cl020629498;Untitled;"ANONYME VENITIEN XVIè s";;"936 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 61 recto, dessiné au recto";
cl020629499;Untitled;"ANONYME VENITIEN XVIè s";;"937 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 62 recto, dessiné au recto";
cl020629500;Untitled;"ANONYME VENITIEN XVIè s";;"938 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 63 recto, dessiné au recto";
cl020629501;Untitled;"ANONYME VENITIEN XVIè s";;"939 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 64 recto, dessiné au recto";
cl020629502;Untitled;"ANONYME VENITIEN XVIè s";;"940 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 65 recto, dessiné au recto";
cl020629503;Untitled;"ANONYME VENITIEN XVIè s";;"941 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 66 recto, dessiné au recto";
cl020629504;Untitled;"ANONYME VENITIEN XVIè s";;"942 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 67 recto, dessiné au recto";
cl020629505;Untitled;"ANONYME VENITIEN XVIè s";;"943 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 68 recto, dessiné au recto";
cl020629506;Untitled;"ANONYME VENITIEN XVIè s";;"944 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 69 recto, dessiné au recto";
cl020629507;Untitled;"ANONYME VENITIEN XVIè s";;"945 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 74 recto, dessiné au recto";
cl020629508;Untitled;"ANONYME VENITIEN XVIè s";;"946 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 75 recto, dessiné au recto";
cl020629509;Untitled;"ANONYME VENITIEN XVIè s";;"947 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 76 recto, dessiné au recto";
cl020629510;Untitled;"ANONYME VENITIEN XVIè s";;"948 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 77 recto, dessiné au recto";
cl020629511;Untitled;"ANONYME VENITIEN XVIè s";;"949 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 78 recto, dessiné au recto";
cl020629512;Untitled;"ANONYME VENITIEN XVIè s";;"950 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 79 recto, dessiné au recto";
cl020629513;Untitled;"ANONYME VENITIEN XVIè s";;"951 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 81 recto, dessiné au recto";
cl020629514;Untitled;"ANONYME VENITIEN XVIè s";;"952 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 82 recto, dessiné au recto";
cl020629515;Untitled;"ANONYME VENITIEN XVIè s";;"953 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 83 recto, dessiné au recto";
cl020629516;Untitled;"ANONYME VENITIEN XVIè s";;"954 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 84 recto, dessiné au recto";
cl020629517;Untitled;"ANONYME VENITIEN XVIè s";;"955 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 85 recto, dessiné au recto";
cl020629518;Untitled;"ANONYME VENITIEN XVIè s";;"956 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 86 recto, dessiné au recto";
cl020629519;Untitled;"ANONYME VENITIEN XVIè s";;"957 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 87 recto, dessiné au recto";
cl020629520;Untitled;"ANONYME VENITIEN XVIè s";;"958 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 88 recto, dessiné au recto";
cl020629521;Untitled;"ANONYME VENITIEN XVIè s";;"959 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 89 recto, dessiné au recto";
cl020629522;Untitled;"ANONYME VENITIEN XVIè s";;"960 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 90 recto, dessiné au recto";
cl020629523;Untitled;"ANONYME VENITIEN XVIè s";;"961 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 91 recto, dessiné au recto";
cl020629524;Untitled;"ANONYME VENITIEN XVIè s";;"962 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 92 recto, dessiné au recto";
cl020629525;Untitled;"ANONYME VENITIEN XVIè s";;"963 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 93 recto, dessiné au recto";
cl020629526;Untitled;"ANONYME VENITIEN XVIè s";;"964 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 94 recto, dessiné au recto";
cl020629527;Untitled;"ANONYME VENITIEN XVIè s";;"965 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 95 recto, dessiné au recto";
cl020629528;Untitled;"ANONYME VENITIEN XVIè s";;"966 DR/ Recto";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Album Anonyme Vénitien XVIe siècle (879 DR à 1077 DR), Folio 96 recto, dessiné au recto";
