ARK;"Object name/Title";Author;Date;"Inventory number";Collection;"Geographic references / Places";Location;MNR
cl020554913;"Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2813 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554914;"Modèle de coiffure";"BERAIN Jean I";;"2814 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554915;"Modèle de coiffure";"BERAIN Jean I";;"2815 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554916;"Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2816 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554917;"Modèle de coiffure";"BERAIN Jean I";;"2817 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554918;"Modèle de coiffure";"BERAIN Jean I";;"2818 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554919;"Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2819 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554920;"Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2820 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554921;"Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2821 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554922;"Modèle de coiffure";"BERAIN Jean I";;"2822 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554923;"Modèle de coiffure";"BERAIN Jean I";;"2823 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554924;"Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2824 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554925;"Modèle de coiffure";"BERAIN Jean I";;"2825 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554926;"Modèle de coiffure";"BERAIN Jean I";;"2826 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554927;"Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2827 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554928;"Modèle de coiffure";"BERAIN Jean I";;"2828 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554929;"Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2829 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554930;"Modèle de coiffure";"BERAIN Jean I";;"2830 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554931;"Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2831 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554932;"Modèle de coiffure";"BERAIN Jean I";;"2832 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554933;"Modèle de coiffure";"BERAIN Jean I";;"2833 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554934;"Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2834 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554935;"Modèle de coiffure";"BERAIN Jean I";;"2835 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554936;"Modèle de coiffure";"BERAIN Jean I";;"2836 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554938;"Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2838 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554939;"Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2839 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554940;"Modèle de coiffure";"BERAIN Jean I";;"2840 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554941;"Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2841 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554942;"Zibaldone avec Arlequin";"BERAIN Jean I";"Dernier quart du XVIIe siècle";"2844 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554943;"Projet de machinerie pour la Comédie-Italienne";"BERAIN Jean I";"Dernier quart du XVIIe siècle";"2845 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554944;"Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV";"BELLA Stefano della";;"2846 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554945;"Monstre « grotesque » jouant du hautbois dans « Thésée » (?)";"BERAIN Jean I";"Dernier tiers du XVIIe siècle";"2848 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554946;"Modèle de coiffure";"BERAIN Jean I";;"2849 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554947;"Modèle de coiffure";"BERAIN Jean I";;"2850 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554948;"Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2851 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554949;"Modèle de coiffure";"BERAIN Jean I";;"2852 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554950;"Modèle de coiffure";"BERAIN Jean I";;"2853 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554951;"Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2854 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554952;"Modèle de coiffure";"BERAIN Jean I";;"2855 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554953;"Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2856 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XII - 2742 DR à 2858 DR";
cl020554954;"Costumes du XVI ème siècle : Un chevalier du Saint Esprit en habit de l'ordre";"ANONYME XVIème siècle";;"1537 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1534 DR à 1541 DR, Folio 4, dessiné au recto";
cl020554955;"Costumes du XVI ème siècle : annotations manuscrites à la plume";"ANONYME XVIème siècle";;"1537 DR/ Verso; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : 1534 DR à 1541 DR, Folio 4 verso";
cl020554979;"Modèle de coiffure";"BERAIN Jean I";;"2231 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome VII - 2157 DR à 2258 DR";
cl020555106;"Frontispice orné d'instruments de musique et d'accessoires de théâtre";"LECLERC Sébastien";"vers 1685";"2628 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555107;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2629 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555108;"Modèle de coiffure";"BERAIN Jean I";;"2630 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555109;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2631 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555110;"Modèle de coiffure";"BERAIN Jean I";;"2632 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555111;"Modèle de coiffure";"BERAIN Jean I";;"2633 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555112;"Modèle de coiffure";"BERAIN Jean I";;"2634 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555113;"Modèle de coiffure";"BERAIN Jean I";;"2635 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555114;"Modèle de coiffure";"BERAIN Jean I";;"2636 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555115;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2639 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555116;"Modèle de coiffure";"BERAIN Jean I";;"2640 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555117;"Modèle de coiffure";"BERAIN Jean I";;"2641 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555118;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2642 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555119;"Modèle de coiffure";"BERAIN Jean I";;"2643 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555120;"Modèle de coiffure";"BERAIN Jean I";;"2644 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555121;"Costume d'Apollon pour le prologue d'« Isis »";"LEPAUTRE Jacques";"Vers 1677";"2645 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555122;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2646 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555123;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2647 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555124;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2648 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555125;"Modèle de coiffure";"BERAIN Jean I";;"2649 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555126;"Modèle de coiffure";"BERAIN Jean I";;"2650 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555127;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2651 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555128;"Modèle de coiffure";"BERAIN Jean I";;"2652 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555129;"Modèle de coiffure";"BERAIN Jean I";;"2653 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555130;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2654 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555131;"Modèle de coiffure";"BERAIN Jean I";;"2655 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555132;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2656 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555133;"Modèle de coiffure";"BERAIN Jean I";;"2657 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555134;"Modèle de coiffure";"BERAIN Jean I";;"2658 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555135;"Modèle de coiffure";"BERAIN Jean I";;"2659 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555136;"Modèle de coiffure";"BERAIN Jean I";;"2660 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555137;"Modèle de coiffure";"BERAIN Jean I";;"2661 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555138;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"BELLA Stefano della";;"2662 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555139;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"BELLA Stefano della";;"2663 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555140;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2664 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555141;"Modèle de coiffure";"BERAIN Jean I";;"2665 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555142;"Modèle de coiffure";"BERAIN Jean I";;"2666 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555143;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2667 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555144;"Modèle de coiffure";"BERAIN Jean I";;"2668 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555145;"Modèle de coiffure";"BERAIN Jean I";;"2669 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555146;"Costume pour les Peuples des climats glacés de Scythie ou Trembleurs d'« Isis »";"LEPAUTRE Jacques";"vers 1677";"2670 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555147;"Costume pour les Peuples des climats glacés de Scythie ou Trembleurs d'« Isis »";"LEPAUTRE Jacques";"vers 1677";"2671 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555148;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2672 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555149;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2673 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555150;"Costumes des Fêtes, Mascarades . Théâtres, etc., de Louis XIV";"ANONYME FRANCAIS";;"2674 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
cl020555151;"Modèle de coiffure";"BERAIN Jean I";;"2675 DR/ Recto; vol.1, p.14";"Département des Arts graphiques";;"Réserve Edmond de Rothschild, Recueil de dessins : Costumes des Fêtes, Mascarades. Théâtres, etc., de Louis XIV - Tome XI - 2628 DR à 2741 DR";
