ARK;"Object name/Title";Author;Date;"Inventory number";Collection;"Geographic references / Places";Location;MNR
cl010455809;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX - Colonne à Sarnau (?) ""24 août 1864""";"Robaut, Alfred";"après 1864";"MD 1999-47";"Musée national Eugène-Delacroix";;"non exposé";
cl010455810;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX - Village de montagne. Chalets ""21 Août 1864""";"Robaut, Alfred";"après 1864";"MD 1999-48";"Musée national Eugène-Delacroix";;"non exposé";
cl010455811;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX - Cascade vis à vis de Brienz ""25 Août 1864""";"Robaut, Alfred";"après 1864";"MD 1999-49";"Musée national Eugène-Delacroix";;"non exposé";
cl010455812;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX - Rue à Brienz ""25 Août 1864""";"Robaut, Alfred";"après 1864";"MD 1999-50";"Musée national Eugène-Delacroix";;"non exposé";
cl010455813;"Album du ""Voyage en Hollande""- Ruines près de Unterseen ""26 Août 1864""";"Robaut, Alfred";"après 1864";"MD 1999-51";"Musée national Eugène-Delacroix";;"non exposé";
cl010455904;"Paysage d'Italie (?)";"Dutilleux, Constant";"1800 / 1900  (XIXe siècle)";"MD 1999-29";"Musée national Eugène-Delacroix";;"non exposé";
cl010455905;"Paysage fluvial";"Dutilleux, Constant";"1800 / 1900  (XIXe siècle)";"MD 1999-30";"Musée national Eugène-Delacroix";;"non exposé";
cl010455906;"Étude d’après Hamlet voulant suivre le spectre de son père d’Eugène Delacroix";"Ehrmann, François";1860;"MD 2008-22";"Musée national Eugène-Delacroix";;"non exposé";
cl010455907;"Oiseaux au bord d'un étang";"Fielding, Newton Smith";1832;"MD 2011-4";"Musée national Eugène-Delacroix";;"non exposé";
cl010455908;"Cour intérieure au Maghreb";"Hédouin, Edmond";1848;"MD 2010-5";"Musée national Eugène-Delacroix";;"non exposé";
cl010455909;"Portrait de Delacroix";"Herbelin, Jeanne-Mathilde";1855;"MD 2002-21";"Musée national Eugène-Delacroix";;"non exposé";
cl010455910;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX - Maison à Unterseen ""de la fenêtre de ma chambre""";"Robaut, Alfred";"après 1864";"MD 1999-52";"Musée national Eugène-Delacroix";;"non exposé";
cl010455911;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX - Maison dans les arbres ""27 Août à l'auberge""";"Robaut, Alfred";"après 1864";"MD 1999-53";"Musée national Eugène-Delacroix";;"non exposé";
cl010455912;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX - L'église de Frutigen ""27 Août 1864""";"Robaut, Alfred";"après 1864";"MD 1999-54";"Musée national Eugène-Delacroix";;"non exposé";
cl010455913;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX - Montagnes à Kandersteg ""29 Août""";"Robaut, Alfred";"après 1864";"MD 1999-55";"Musée national Eugène-Delacroix";;"non exposé";
cl010455914;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX - Paysage de montagne à Kandersteg ""29 Août""";"Robaut, Alfred";"après 1864";"MD 1999-56";"Musée national Eugène-Delacroix";;"non exposé";
cl010455915;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX - Arbres de montagne au col de Gemini";"Robaut, Alfred";"après 1864";"MD 1999-57";"Musée national Eugène-Delacroix";;"non exposé";
cl010455916;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX - Paysage de montagne ""29 Août""";"Robaut, Alfred";"après 1864";"MD 1999-58";"Musée national Eugène-Delacroix";;"non exposé";
cl010455917;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Lac de montagne Dauben Horn ""29 Août""";"Robaut, Alfred";"après 1864";"MD 1999-59";"Musée national Eugène-Delacroix";;"non exposé";
cl010455918;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage de montagne ""29 Août""";"Robaut, Alfred";"après 1864";"MD 1999-60";"Musée national Eugène-Delacroix";;"non exposé";
cl010455919;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Rocher ""29 Août à la Gemini""";"Robaut, Alfred";"après 1864";"MD 1999-61";"Musée national Eugène-Delacroix";;"non exposé";
cl010455920;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Tête sculptée dans la pierre ""29 Août""";"Robaut, Alfred";"après 1864";"MD 1999-62";"Musée national Eugène-Delacroix";;"non exposé";
cl010455921;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Chalets à Loesche ""30 Août""";"Robaut, Alfred";"après 1864";"MD 1999-63";"Musée national Eugène-Delacroix";;"non exposé";
cl010455922;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Étable à Sierre ""30 Août""";"Robaut, Alfred";"après 1864";"MD 1999-64";"Musée national Eugène-Delacroix";;"non exposé";
cl010455923;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage de montagne avec le Mont-Blanc au fond, ""1er Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-65";"Musée national Eugène-Delacroix";;"non exposé";
cl010455924;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Les Aiguilles-Rouges";"Robaut, Alfred";"après 1864";"MD 1999-66";"Musée national Eugène-Delacroix";;"non exposé";
cl010455925;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Chalet à Chamonix ""2 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-67";"Musée national Eugène-Delacroix";;"non exposé";
cl010455926;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Dessinateur au pied d'une montagne, glacier des Bossans (?) ""3 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-68";"Musée national Eugène-Delacroix";;"non exposé";
cl010455927;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX-Paysage des montagne, vue du Mont-Blanc "" 5 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-69";"Musée national Eugène-Delacroix";;"non exposé";
cl010455928;"Album du ""Voyage en Suisse"". 1864, d'après Constant - Arbre et rochers en allant à Montauvert "" 5 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-70";"Musée national Eugène-Delacroix";;"non exposé";
cl010455929;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX-Chalets en allant à Montauvert ""5 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-71";"Musée national Eugène-Delacroix";;"non exposé";
cl010455930;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Arbres à flanc de montagne en allant à Montauvert ""5 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-72";"Musée national Eugène-Delacroix";;"non exposé";
cl010455931;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Arbres à flanc de rocher en allant à Montauvert ""5 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-73";"Musée national Eugène-Delacroix";;"non exposé";
cl010455932;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Rocher à Montauvert ""6 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-74";"Musée national Eugène-Delacroix";;"non exposé";
cl010455933;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage de la vallée de Chamonix ""8 Septembre matin""";"Robaut, Alfred";"après 1864";"MD 1999-75";"Musée national Eugène-Delacroix";;"non exposé";
cl010455934;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage de la vallée de Chamonix ""8 Septembre matin""";"Robaut, Alfred";"après 1864";"MD 1999-76";"Musée national Eugène-Delacroix";;"non exposé";
cl010455935;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage sur la route de Chamonix à Argentière ""8 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-77";"Musée national Eugène-Delacroix";;"non exposé";
cl010455936;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage avec pont sur torrent sur la route vers Argentière ""8 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-78";"Musée national Eugène-Delacroix";;"non exposé";
cl010455937;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage, vallée des Montets, route de la Tête-Noire ""8 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-79";"Musée national Eugène-Delacroix";;"non exposé";
cl010455938;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage sur la route de la Tête-Noire""8 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-80";"Musée national Eugène-Delacroix";;"non exposé";
cl010455939;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX-Paysage à Vallorcine ""8 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-81";"Musée national Eugène-Delacroix";;"non exposé";
cl010455940;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage à Barberine ""9 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-82";"Musée national Eugène-Delacroix";;"non exposé";
cl010455941;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage de montagne, le Mont-Blanc vue de la vallée de Vallorcine ""9 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-83";"Musée national Eugène-Delacroix";;"non exposé";
cl010455942;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage de montagne ""dernier coup d'oeil sur le Mont-Blanc""9 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-84";"Musée national Eugène-Delacroix";;"non exposé";
cl010455943;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage de montagne ""de ma chambre à coucher à Barberine. 9 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-85";"Musée national Eugène-Delacroix";;"non exposé";
cl010455944;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX-Paysage de montagne près de Barberine ""9 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-86";"Musée national Eugène-Delacroix";;"non exposé";
cl010455945;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage entre Barberine et la Tête-Noire ""9 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-87";"Musée national Eugène-Delacroix";;"non exposé";
cl010455946;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Vue de la vallée après Barberine ""9 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-88";"Musée national Eugène-Delacroix";;"non exposé";
cl010455947;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage de montagne à la Tête-noire "" 9 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-89";"Musée national Eugène-Delacroix";;"non exposé";
cl010455948;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Arbres dans la montagne ""10 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-90";"Musée national Eugène-Delacroix";;"non exposé";
cl010455949;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Rochers";"Robaut, Alfred";"après 1864";"MD 1999-91";"Musée national Eugène-Delacroix";;"non exposé";
cl010455950;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX-";"Robaut, Alfred";"après 1864";"MD 1999-92";"Musée national Eugène-Delacroix";;"non exposé";
cl010455951;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Cheminées "" fait de la fenêtre de l'auberge à Salvan. 11 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-93";"Musée national Eugène-Delacroix";;"non exposé";
cl010455952;"Album du ""VoMaison à Salvan ""11 Septembre""yage en Suisse"". 1864, d'après Constant DUTILLEUX-";"Robaut, Alfred";"après 1864";"MD 1999-94";"Musée national Eugène-Delacroix";;"non exposé";
cl010455953;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Les gorges du Trient ""11 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-95";"Musée national Eugène-Delacroix";;"non exposé";
cl010455954;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Les gorges du Trient ""11 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-96";"Musée national Eugène-Delacroix";;"non exposé";
cl010455955;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage près des gorges du Trient ""11 Septembre""";"Robaut, Alfred";"après 1864";"MD 1999-97";"Musée national Eugène-Delacroix";;"non exposé";
cl010455956;"Album du ""Voyage en Suisse"". 1864, d'après Constant - Paysage de montagne";"Robaut, Alfred";"après 1864";"MD 1999-98";"Musée national Eugène-Delacroix";;"non exposé";
cl010455957;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Arbres dans un champ, montagnes au fond";"Robaut, Alfred";"après 1864";"MD 1999-99";"Musée national Eugène-Delacroix";;"non exposé";
cl010455958;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX-";"Robaut, Alfred";"après 1864";"MD 1999-100";"Musée national Eugène-Delacroix";;"non exposé";
cl010455959;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage de la vallée avec montagnes dans le fond";"Robaut, Alfred";"après 1864";"MD 1999-101";"Musée national Eugène-Delacroix";;"non exposé";
cl010455960;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Chalet";"Robaut, Alfred";"après 1864";"MD 1999-102";"Musée national Eugène-Delacroix";;"non exposé";
cl010455961;"Album du ""Voyage en Suisse"". 1864, d'après Constant - Paysage de montagne";"Robaut, Alfred";"après 1864";"MD 1999-103";"Musée national Eugène-Delacroix";;"non exposé";
cl010455962;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX-Lac avec un ponton bordé de montagnes";"Robaut, Alfred";"après 1864";"MD 1999-104";"Musée national Eugène-Delacroix";;"non exposé";
cl010455963;"Album du ""Voyage en Suisse"". 1864, d'après Constant - Paysage de montagne";"Robaut, Alfred";"après 1864";"MD 1999-105";"Musée national Eugène-Delacroix";;"non exposé";
cl010455964;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage de montagne";"Robaut, Alfred";"après 1864";"MD 1999-106";"Musée national Eugène-Delacroix";;"non exposé";
cl010455965;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage de montagne avec maisons derrière les arbres";"Robaut, Alfred";"après 1864";"MD 1999-107";"Musée national Eugène-Delacroix";;"non exposé";
cl010455966;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Montagnes derrière les nuages";"Robaut, Alfred";"après 1864";"MD 1999-108";"Musée national Eugène-Delacroix";;"non exposé";
cl010455967;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Maison au bord d'un lac, derrière des montagnes";"Robaut, Alfred";"après 1864";"MD 1999-109";"Musée national Eugène-Delacroix";;"non exposé";
cl010455968;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Intérieur de ferme dans la montagne";"Robaut, Alfred";"après 1864";"MD 1999-110";"Musée national Eugène-Delacroix";;"non exposé";
cl010455969;"Album du ""Voyage en Suisse"". 1864, d'après Constant - Paysage de montagne";"Robaut, Alfred";"après 1864";"MD 1999-111";"Musée national Eugène-Delacroix";;"non exposé";
cl010455970;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage de montagne";"Robaut, Alfred";"après 1864";"MD 1999-112";"Musée national Eugène-Delacroix";;"non exposé";
cl010455971;"Album du ""Voyage en Suisse"". 1864, d'après Constant - Paysage d'une vallée en regard de Martigny";"Robaut, Alfred";"après 1864";"MD 1999-113";"Musée national Eugène-Delacroix";;"non exposé";
cl010455972;"Album du ""VoyTorrent dans la montagneage en Suisse"". 1864, d'après Constant DUTILLEUX-";"Robaut, Alfred";"après 1864";"MD 1999-114";"Musée national Eugène-Delacroix";;"non exposé";
cl010455973;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage de montagne avec une rivière";"Robaut, Alfred";"après 1864";"MD 1999-115";"Musée national Eugène-Delacroix";;"non exposé";
cl010455974;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Paysage de montagne. Vallée de Chamonix";"Robaut, Alfred";"après 1864";"MD 1999-116";"Musée national Eugène-Delacroix";;"non exposé";
cl010455975;"Album du ""Voyage en Suisse"". 1864, d'après Constant - Paysage de montagne avec maison à flanc de rocher";"Robaut, Alfred";"après 1864";"MD 1999-117";"Musée national Eugène-Delacroix";;"non exposé";
cl010455976;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Vallée de Chamonix avec rivière";"Robaut, Alfred";"après 1864";"MD 1999-118";"Musée national Eugène-Delacroix";;"non exposé";
cl010455977;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX-Paysage de montagne avec torrent, chemin du Glacier";"Robaut, Alfred";"après 1864";"MD 1999-119";"Musée national Eugène-Delacroix";;"non exposé";
cl010455978;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Cascade dans la montagne";"Robaut, Alfred";"après 1864";"MD 1999-120";"Musée national Eugène-Delacroix";;"non exposé";
cl010455979;"Album du ""Voyage en Suisse"". 1864, d'après Constant DUTILLEUX- Chemin à flanc de montagne";"Robaut, Alfred";"après 1864";"MD 1999-121";"Musée national Eugène-Delacroix";;"non exposé";
cl010455980;"Album du ""Voyage en Hollande"". 1854, d'après Constant DUTILLEUX- Moulins en Hollande, 1860";"Robaut, Alfred";"après 1854";"MD 1999-122";"Musée national Eugène-Delacroix";;"non exposé";
cl010455981;"Album du ""Voyage en Hollande"". 1854, d'après Constant DUTILLEUX- Moulins en Hollande 1860";"Robaut, Alfred";"après 1854";"MD 1999-123";"Musée national Eugène-Delacroix";;"non exposé";
